,Unnamed: 0,stock_price_at_STO_offer,STO_ask_fee,STO_ask_fee_type,STO_offer_datetime,STO_strike,STO_expiry_datetime,STO_days_long,STO_offer_ARR,STO_offer_TQI,STO_offer_strike_delta,STO_xtn_state,STO_contracts,option_type,stock_price_BTC_offer,BTC_bid_fee,BTC_bid_fee_type,BTC_offer_datetime,BTC_contracts,stock_price_at_open,STO_open_fee,STO_open_commsn,STO_open_proceeds,STO_open_datetime,STO_open_ARR,STO_open_TQI,STO_open_strike_delta,stock_price_at_close,STO_close_strike_delta,BTC_close_commsn,BTC_close_proceeds,STO_close_datetime,STO_close_ARR,STO_close_TQI,Called_close_fee,Called_close_commsn,Called_close_proceeds,STO_xtn_net_proceeds,STO_ask_fee%,STO_offer_strike_delta%,Closed_xtn_Profit$,Closed_xtn_Profit%
2359,4671,82.5,0.54,Mid,2017-10-11 15:30:00,82.5,2017-10-20 16:00:00,9,0.265454545454545,0.0,0.0,ClosedCalled,10,C,,,,,,82.62,0.54,10,530.0,2017-10-11 16:00:00,0.265068990559187,-0.031808278867104,-0.120000000000005,83.09,,,,2017-10-20 16:00:00,,,-0.5900000000000029,10.0,-600.000000000003,-70.0000000000034,0.006545454545454546,0.0,-70.00000000000341,-0.13207547169811965
2360,4672,82.34,0.43,Mid,2017-10-12 11:30:00,82.5,2017-10-20 16:00:00,8,0.238265120233179,0.038122419237308,0.15999999999999698,ClosedCalled,10,C,,,,,,82.38,0.43,10,420.0,2017-10-12 13:30:00,0.23814942947317302,0.028577931536782,0.120000000000005,83.09,,,,2017-10-20 16:00:00,,,-0.5900000000000029,10.0,-600.000000000003,-180.000000000003,0.005222249210590235,0.001943162496963767,-180.0000000000034,-0.4285714285714367
2361,4673,80.46,0.14,Mid,2017-09-20 15:30:00,83.0,2017-10-20 16:00:00,30,0.021169939514459,0.053771646366725,2.54000000000001,ClosedCalled,10,C,,,,,,80.51,0.14,10,130.0,2017-09-20 16:00:00,0.021156792116920998,0.052680412371134,2.48999999999999,83.09,,,,2017-10-20 16:00:00,,,-0.090000000000003,10.0,-100.000000000003,29.9999999999966,0.0017399950285856328,0.031568481232910846,29.99999999999659,0.23076923076920453
2362,4674,80.6,0.11,Mid,2017-09-25 11:30:00,83.0,2017-10-20 16:00:00,25,0.019925558312655,0.047821339950372,2.4000000000000097,ClosedCalled,10,C,,,,,,80.86,0.11,10,100.00000000000001,2017-09-25 13:30:00,0.019861488993322,0.042503586445709,2.14,83.09,,,,2017-10-20 16:00:00,,,-0.090000000000003,10.0,-100.000000000003,-3.41060513164848e-12,0.0013647642679900744,0.029776674937965333,-3.396394276933279e-12,-3.3963942769332784e-14
2363,4675,80.86,0.135,Mid,2017-09-25 13:30:00,83.0,2017-10-20 16:00:00,25,0.024375463764531,0.052163492456097,2.14,ClosedCalled,10,C,,,,,,80.92,0.135,10,125.0,2017-09-25 15:30:00,0.024357390014830005,0.050663371230845,2.08,83.09,,,,2017-10-20 16:00:00,,,-0.090000000000003,10.0,-100.000000000003,24.9999999999966,0.0016695523126391296,0.026465495918872133,24.99999999999659,0.19999999999997273
2364,4676,80.84,0.16,Mid,2017-09-27 11:30:00,83.0,2017-10-20 16:00:00,23,0.031409332444119004,0.067844158079298,2.16,ClosedCalled,10,C,,,,,,80.99,0.16,10,150.0,2017-09-27 13:30:00,0.031351159831863,0.063015831262045,2.01000000000001,83.09,,,,2017-10-20 16:00:00,,,-0.090000000000003,10.0,-100.000000000003,49.999999999996604,0.001979218208807521,0.02671944581890149,49.99999999999659,0.3333333333333106
2365,4677,80.99,0.19,Mid,2017-09-27 13:30:00,83.0,2017-10-20 16:00:00,23,0.037229502300337995,0.074831299623679,2.01000000000001,ClosedCalled,10,C,,,,,,81.35,0.19,10,180.0,2017-09-27 15:30:00,0.037064749739451,0.061156837070095,1.6500000000000101,83.09,,,,2017-10-20 16:00:00,,,-0.090000000000003,10.0,-100.000000000003,79.99999999999659,0.0023459686381034697,0.024817878750463086,79.99999999999659,0.4444444444444255
2366,4678,81.35,0.24,Mid,2017-09-27 15:30:00,83.0,2017-10-20 16:00:00,23,0.04681863124983301,0.07725074156222501,1.6500000000000101,ClosedCalled,10,C,,,,,,81.43,0.24,10,230.0,2017-09-27 16:00:00,0.046772634805034005,0.07343303664390301,1.5699999999999898,83.09,,,,2017-10-20 16:00:00,,,-0.090000000000003,10.0,-100.000000000003,129.99999999999702,0.0029502151198524894,0.020282728948985935,129.9999999999966,0.565217391304333
2367,4679,82.17,0.525,Mid,2017-09-28 11:30:00,83.0,2017-10-20 16:00:00,22,0.106002522486641,0.08798209366391199,0.829999999999998,ClosedCalled,10,C,,,,,,82.21,0.525,10,515.0,2017-09-28 13:30:00,0.105950946025146,0.08370124735986599,0.7900000000000059,83.09,,,,2017-10-20 16:00:00,,,-0.090000000000003,10.0,-100.000000000003,414.99999999999704,0.006389193136181088,0.01010101010101008,414.9999999999966,0.80582524271844
2368,4680,82.21,0.54,Mid,2017-09-28 13:30:00,83.0,2017-10-20 16:00:00,22,0.10897811591157901,0.086092711570148,0.7900000000000059,ClosedCalled,10,C,,,,,,82.34,0.54,10,530.0,2017-09-28 15:30:00,0.108806059133968,0.071811999028418,0.6599999999999971,83.09,,,,2017-10-20 16:00:00,,,-0.090000000000003,10.0,-100.000000000003,429.99999999999704,0.006568543972752707,0.009609536552730889,429.9999999999966,0.8113207547169747
2369,4681,81.72,0.31,Mid,2017-09-29 15:30:00,83.0,2017-10-20 16:00:00,21,0.065933617695732,0.084395030650537,1.28,ClosedCalled,10,C,,,,,,81.96,0.31,10,300.0,2017-09-29 16:00:00,0.06574054707290401,0.068370168955821,1.04000000000001,83.09,,,,2017-10-20 16:00:00,,,-0.090000000000003,10.0,-100.000000000003,199.999999999997,0.0037934410181106218,0.015663240332843872,199.9999999999966,0.6666666666666553
2370,4682,81.38,0.23,Mid,2017-10-02 11:30:00,83.0,2017-10-20 16:00:00,18,0.057310013380301,0.09284222167608801,1.62,ClosedCalled,10,C,,,,,,81.71,0.23,10,220.00000000000003,2017-10-02 13:30:00,0.057078556956173,0.073631338473463,1.29000000000001,83.09,,,,2017-10-20 16:00:00,,,-0.090000000000003,10.0,-100.000000000003,119.999999999997,0.0028262472351929225,0.019906610960924116,119.99999999999662,0.54545454545453
2371,4683,81.6,0.25,Mid,2017-10-03 11:30:00,83.0,2017-10-20 16:00:00,17,0.065779988465975,0.092091983852365,1.4000000000000101,ClosedCalled,10,C,,,,,,81.94,0.25,10,240.0,2017-10-03 13:30:00,0.065507042455742,0.069437465003087,1.06,83.09,,,,2017-10-20 16:00:00,,,-0.090000000000003,10.0,-100.000000000003,139.99999999999702,0.003063725490196079,0.01715686274509811,139.9999999999966,0.5833333333333192
2372,4684,81.83,0.24,Mid,2017-10-05 11:30:00,83.0,2017-10-20 16:00:00,15,0.07136746914334599,0.083499938897715,1.17,ClosedCalled,10,C,,,,,,82.21,0.24,10,230.0,2017-10-05 13:30:00,0.07103758666828901,0.056119693467948,0.7900000000000059,83.09,,,,2017-10-20 16:00:00,,,-0.090000000000003,10.0,-100.000000000003,129.99999999999702,0.0029329096908224366,0.0142979347427594,129.9999999999966,0.565217391304333
2373,4685,81.51,0.17,Mid,2017-10-06 13:30:00,83.0,2017-10-20 16:00:00,14,0.05437544911229099,0.08101941917731402,1.49,ClosedCalled,10,C,,,,,,81.61,0.17,10,160.00000000000003,2017-10-06 15:30:00,0.054308820697744,0.075489260769864,1.39,83.09,,,,2017-10-20 16:00:00,,,-0.090000000000003,10.0,-100.000000000003,59.999999999996604,0.002085633664581033,0.018279965648386638,59.99999999999662,0.3749999999999788
2374,4686,81.91,0.195,Mid,2017-10-09 15:30:00,83.0,2017-10-20 16:00:00,11,0.07899468374379902,0.086104205280741,1.09,ClosedCalled,10,C,,,,,,82.0,0.195,10,185.00000000000003,2017-10-09 16:00:00,0.07890798226164099,0.07890798226164099,1.0,83.09,,,,2017-10-20 16:00:00,,,-0.090000000000003,10.0,-100.000000000003,84.99999999999659,0.002380661701867904,0.013307288487364222,84.99999999999662,0.4594594594594411
2375,4687,82.22,0.26,Mid,2017-10-10 15:30:00,83.0,2017-10-20 16:00:00,10,0.11542203843347099,0.09002918997810799,0.780000000000001,ClosedCalled,10,C,,,,,,82.25,0.26,10,250.0,2017-10-10 16:00:00,0.115379939209726,0.086534954407295,0.75,83.09,,,,2017-10-20 16:00:00,,,-0.090000000000003,10.0,-100.000000000003,149.99999999999702,0.003162247628314279,0.009486742884942851,149.9999999999966,0.5999999999999863
2376,4688,82.6,0.36,Mid,2017-10-11 11:30:00,83.0,2017-10-20 16:00:00,9,0.176755447941889,0.070702179176757,0.400000000000006,ClosedCalled,10,C,,,,,,82.62,0.36,10,349.99999999999994,2017-10-11 13:30:00,0.17671266037279104,0.06715081094166,0.379999999999995,83.09,,,,2017-10-20 16:00:00,,,-0.090000000000003,10.0,-100.000000000003,249.999999999997,0.004358353510895884,0.004842615012106606,249.99999999999653,0.7142857142857045
2377,4689,82.5,0.315,Mid,2017-10-11 15:30:00,83.0,2017-10-20 16:00:00,9,0.15484848484848499,0.077424242424243,0.5,ClosedCalled,10,C,,,,,,82.62,0.315,10,305.0,2017-10-11 16:00:00,0.154623577826192,0.05875695957395201,0.379999999999995,83.09,,,,2017-10-20 16:00:00,,,-0.090000000000003,10.0,-100.000000000003,204.999999999997,0.0038181818181818182,0.006060606060606061,204.9999999999966,0.6721311475409725
2378,4715,79.77,2.425,Mid,2017-09-22 13:30:00,78.0,2017-10-27 16:00:00,35,0.31702752556457003,-0.561138720249287,-1.77,ClosedCalled,10,C,,,,,,79.89,2.425,10,2415.0,2017-09-22 16:00:00,0.316551329506643,-0.598282012767555,-1.89,83.65,,,,2017-10-27 16:00:00,,,-5.650000000000009,10.0,-5660.00000000001,-3245.0000000000105,0.030399899711671053,-0.02218879277924027,-3245.0000000000055,-1.3436853002070417
2379,4716,79.77,2.04,Mid,2017-09-22 13:30:00,78.5,2017-10-27 16:00:00,35,0.266695320474937,-0.338703057003169,-1.27,ClosedCalled,10,C,,,,,,79.89,2.04,10,2029.9999999999998,2017-09-22 16:00:00,0.26629472667775306,-0.370149670082077,-1.39,83.65,,,,2017-10-27 16:00:00,,,-5.150000000000009,10.0,-5160.00000000001,-3130.0000000000105,0.02557352388115833,-0.015920772220132832,-3130.0000000000055,-1.541871921182269
2380,4717,79.77,1.695,Mid,2017-09-22 13:30:00,79.0,2017-10-27 16:00:00,35,0.221592435394617,-0.170626175253854,-0.769999999999996,ClosedCalled,10,C,,,,,,79.89,1.695,10,1685.0,2017-09-22 16:00:00,0.221259589077839,-0.19692103427927699,-0.890000000000001,83.65,,,,2017-10-27 16:00:00,,,-4.650000000000009,10.0,-4660.00000000001,-2975.0000000000105,0.0212485896953742,-0.009652751661025399,-2975.0000000000055,-1.7655786350148401
2381,4718,80.6,2.23,Mid,2017-09-25 11:30:00,79.0,2017-10-27 16:00:00,32,0.31558235111662497,-0.504931761786599,-1.5999999999999899,ClosedCalled,10,C,,,,,,80.86,2.23,10,2220.0,2017-09-25 13:30:00,0.31456761686866197,-0.585095767375711,-1.86,83.65,,,,2017-10-27 16:00:00,,,-4.650000000000009,10.0,-4660.00000000001,-2440.00000000001,0.027667493796526055,-0.019851116625310104,-2440.0000000000055,-1.0990990990991016
2382,4719,80.77,2.46,Mid,2017-09-26 11:30:00,79.0,2017-10-27 16:00:00,31,0.358604879646307,-0.634730636973963,-1.77,ClosedCalled,10,C,,,,,,80.97,2.46,10,2450.0,2017-09-26 15:30:00,0.35771910743525104,-0.7047066416474441,-1.97,83.65,,,,2017-10-27 16:00:00,,,-4.650000000000009,10.0,-4660.00000000001,-2210.00000000001,0.030456852791878174,-0.021914077008790344,-2210.0000000000055,-0.9020408163265329
2383,4720,80.8,2.4,Mid,2017-09-26 13:30:00,79.0,2017-10-27 16:00:00,31,0.34972852123922105,-0.629511338230596,-1.8,ClosedCalled,10,C,,,,,,80.97,2.4,10,2390.0,2017-09-26 15:30:00,0.348994251156342,-0.687518674777994,-1.97,83.65,,,,2017-10-27 16:00:00,,,-4.650000000000009,10.0,-4660.00000000001,-2270.00000000001,0.0297029702970297,-0.02227722772277224,-2270.0000000000055,-0.9497907949790818
2384,4721,80.84,2.605,Mid,2017-09-27 11:30:00,79.0,2017-10-27 16:00:00,30,0.392060448622794,-0.721391225465942,-1.84,ClosedCalled,10,C,,,,,,81.35,2.605,10,2595.0,2017-09-27 15:30:00,0.38960254046302006,-0.9155659700880949,-2.3499999999999903,83.65,,,,2017-10-27 16:00:00,,,-4.650000000000009,10.0,-4660.00000000001,-2065.00000000001,0.03222414646214745,-0.022761009401286534,-2065.0000000000055,-0.7957610789980754
2385,4722,80.99,2.645,Mid,2017-09-27 13:30:00,79.0,2017-10-27 16:00:00,30,0.39734329341070895,-0.7907131538873091,-1.99,ClosedCalled,10,C,,,,,,81.35,2.645,10,2635.0,2017-09-27 15:30:00,0.395584921122721,-0.929624564638392,-2.3499999999999903,83.65,,,,2017-10-27 16:00:00,,,-4.650000000000009,10.0,-4660.00000000001,-2025.00000000001,0.032658352883071985,-0.024570934683294174,-2025.0000000000055,-0.7685009487666055
2386,4723,79.77,1.36,Mid,2017-09-22 13:30:00,79.5,2017-10-27 16:00:00,35,0.17779688031662502,-0.048005157685488,-0.269999999999996,ClosedCalled,10,C,,,,,,79.84,1.36,10,1350.0000000000002,2017-09-22 15:30:00,0.17764099627827104,-0.060397938734612994,-0.34000000000000297,83.65,,,,2017-10-27 16:00:00,,,-4.150000000000009,10.0,-4160.00000000001,-2810.0000000000105,0.017049015920772223,-0.0033847311019179647,-2810.0000000000055,-2.081481481481485
2387,4724,80.6,1.87,Mid,2017-09-25 11:30:00,79.5,2017-10-27 16:00:00,32,0.26463632133995,-0.29109995347394396,-1.09999999999999,ClosedCalled,10,C,,,,,,80.86,1.87,10,1860.0000000000002,2017-09-25 13:30:00,0.263785400692555,-0.35874814494187496,-1.36,83.65,,,,2017-10-27 16:00:00,,,-4.150000000000009,10.0,-4160.00000000001,-2300.00000000001,0.02320099255583127,-0.013647642679900675,-2300.0000000000055,-1.236559139784949
2388,4725,80.77,2.055,Mid,2017-09-26 11:30:00,79.5,2017-10-27 16:00:00,31,0.299566271411854,-0.38044916469305395,-1.27,ClosedCalled,10,C,,,,,,80.97,2.055,10,2045.0,2017-09-26 15:30:00,0.29882632755261795,-0.439274701502348,-1.47,83.65,,,,2017-10-27 16:00:00,,,-4.150000000000009,10.0,-4160.00000000001,-2115.00000000001,0.025442614832239696,-0.015723659774668764,-2115.0000000000055,-1.0342298288508585
2389,4726,80.8,2.06,Mid,2017-09-26 13:30:00,79.5,2017-10-27 16:00:00,31,0.300183647396998,-0.39023874161609595,-1.3,ClosedCalled,10,C,,,,,,80.97,2.06,10,2050.0,2017-09-26 15:30:00,0.29955339890919397,-0.44034349639651393,-1.47,83.65,,,,2017-10-27 16:00:00,,,-4.150000000000009,10.0,-4160.00000000001,-2110.00000000001,0.025495049504950497,-0.016089108910891055,-2110.0000000000055,-1.0292682926829295
2390,4727,80.84,2.08,Mid,2017-09-27 11:30:00,79.5,2017-10-27 16:00:00,30,0.31304634669305603,-0.419482104568696,-1.34,ClosedCalled,10,C,,,,,,80.99,2.08,10,2070.0,2017-09-27 13:30:00,0.31246655965757103,-0.465575173889779,-1.49,83.65,,,,2017-10-27 16:00:00,,,-4.150000000000009,10.0,-4160.00000000001,-2090.00000000001,0.025729836714497772,-0.01657595249876303,-2090.0000000000055,-1.009661835748795
2391,4728,80.99,2.245,Mid,2017-09-27 13:30:00,79.5,2017-10-27 16:00:00,30,0.337253570399638,-0.502507819895459,-1.49,ClosedCalled,10,C,,,,,,81.35,2.245,10,2235.0000000000005,2017-09-27 15:30:00,0.335761114525712,-0.621158061872565,-1.8499999999999899,83.65,,,,2017-10-27 16:00:00,,,-4.150000000000009,10.0,-4160.00000000001,-1925.00000000001,0.027719471539696262,-0.018397333004074513,-1925.000000000005,-0.8612975391498902
2392,4729,81.38,2.42,Mid,2017-10-02 11:30:00,79.5,2017-10-27 16:00:00,25,0.434160727451462,-0.816222167608747,-1.88,ClosedCalled,10,C,,,,,,81.71,2.42,10,2410.0,2017-10-02 13:30:00,0.432407294088851,-0.955620119936357,-2.20999999999999,83.65,,,,2017-10-27 16:00:00,,,-4.150000000000009,10.0,-4160.00000000001,-1750.00000000001,0.029737036126812486,-0.023101499139837743,-1750.0000000000055,-0.7261410788381766
2393,4730,79.77,1.085,Mid,2017-09-22 13:30:00,80.0,2017-10-27 16:00:00,35,0.14184530525260097,0.032624420208099,0.23000000000000398,ClosedCalled,10,C,,,,,,79.84,1.085,10,1075.0,2017-09-22 15:30:00,0.14172094188376802,0.022675350701402003,0.15999999999999698,83.65,,,,2017-10-27 16:00:00,,,-3.6500000000000097,10.0,-3660.0000000000105,-2585.00000000001,0.013601604613263131,0.0028832894571894697,-2585.0000000000055,-2.4046511627907026
2394,4731,80.6,1.535,Mid,2017-09-25 11:30:00,80.0,2017-10-27 16:00:00,32,0.217228210297767,-0.130336926178659,-0.5999999999999941,ClosedCalled,10,C,,,,,,80.86,1.535,10,1525.0,2017-09-25 13:30:00,0.216529727306456,-0.186215565483552,-0.859999999999999,83.65,,,,2017-10-27 16:00:00,,,-3.6500000000000097,10.0,-3660.0000000000105,-2135.00000000001,0.01904466501240695,-0.007444168734491245,-2135.0000000000055,-1.4000000000000037
2395,4732,80.86,1.705,Mid,2017-09-25 13:30:00,80.0,2017-10-27 16:00:00,32,0.24051021827850602,-0.206838787719515,-0.859999999999999,ClosedCalled,10,C,,,,,,80.92,1.705,10,1695.0,2017-09-25 15:30:00,0.240331886431043,-0.22110533551656,-0.920000000000002,83.65,,,,2017-10-27 16:00:00,,,-3.6500000000000097,10.0,-3660.0000000000105,-1965.00000000001,0.02108582735592382,-0.010635666584219631,-1965.0000000000055,-1.1592920353982332
2396,4733,80.77,1.71,Mid,2017-09-26 11:30:00,80.0,2017-10-27 16:00:00,31,0.24927412365658,-0.191941075215565,-0.769999999999996,ClosedCalled,10,C,,,,,,80.97,1.71,10,1700.0000000000002,2017-09-26 15:30:00,0.248658403948894,-0.24119865183042702,-0.969999999999999,83.65,,,,2017-10-27 16:00:00,,,-3.6500000000000097,10.0,-3660.0000000000105,-1960.00000000001,0.021171226940695804,-0.009533242540547184,-1960.0000000000052,-1.1529411764705912
2397,4734,80.8,1.7,Mid,2017-09-26 13:30:00,80.0,2017-10-27 16:00:00,31,0.247724369211115,-0.198179495368891,-0.799999999999997,ClosedCalled,10,C,,,,,,80.97,1.7,10,1690.0,2017-09-26 15:30:00,0.24720426123574202,-0.23978813339867,-0.969999999999999,83.65,,,,2017-10-27 16:00:00,,,-3.6500000000000097,10.0,-3660.0000000000105,-1970.00000000001,0.02103960396039604,-0.009900990099009866,-1970.0000000000055,-1.1656804733727844
2398,4735,80.84,1.73,Mid,2017-09-27 11:30:00,80.0,2017-10-27 16:00:00,30,0.26037027873989804,-0.21871103414151502,-0.840000000000003,ClosedCalled,10,C,,,,,,80.99,1.73,10,1720.0,2017-09-27 13:30:00,0.259888052022883,-0.257289171502653,-0.9899999999999949,83.65,,,,2017-10-27 16:00:00,,,-3.6500000000000097,10.0,-3660.0000000000105,-1940.00000000001,0.02140029688273132,-0.010390895596239527,-1940.0000000000055,-1.1279069767441892
2399,4736,80.99,1.83,Mid,2017-09-27 13:30:00,80.0,2017-10-27 16:00:00,30,0.274910482775651,-0.27216137794789297,-0.9899999999999949,ClosedCalled,10,C,,,,,,81.35,1.83,10,1820.0,2017-09-27 15:30:00,0.27369391518131503,-0.369486785494774,-1.3499999999999899,83.65,,,,2017-10-27 16:00:00,,,-3.6500000000000097,10.0,-3660.0000000000105,-1840.00000000001,0.022595382145943945,-0.012223731324854858,-1840.0000000000055,-1.010989010989014
2400,4737,81.78,2.345,Mid,2017-09-29 13:30:00,80.0,2017-10-27 16:00:00,28,0.373792492051846,-0.6653506358522869,-1.78,ClosedCalled,10,C,,,,,,81.96,2.345,10,2335.0000000000005,2017-09-29 16:00:00,0.3729715714982921,-0.7310242801366501,-1.95999999999999,83.65,,,,2017-10-27 16:00:00,,,-3.6500000000000097,10.0,-3660.0000000000105,-1325.00000000001,0.02867449254096356,-0.021765712888236748,-1325.000000000005,-0.5674518201284817
2401,4738,81.72,2.31,Mid,2017-09-29 15:30:00,80.0,2017-10-27 16:00:00,28,0.36848384728340705,-0.633792217327459,-1.72,ClosedCalled,10,C,,,,,,81.96,2.31,10,2300.0,2017-09-29 16:00:00,0.367404831625183,-0.7201134699853571,-1.95999999999999,83.65,,,,2017-10-27 16:00:00,,,-3.6500000000000097,10.0,-3660.0000000000105,-1360.00000000001,0.02826725403817915,-0.02104747919725892,-1360.0000000000055,-0.5913043478260893
2402,4739,81.38,2.04,Mid,2017-10-02 11:30:00,80.0,2017-10-27 16:00:00,25,0.365986728926026,-0.505061685917914,-1.38,ClosedCalled,10,C,,,,,,81.71,2.04,10,2029.9999999999998,2017-10-02 13:30:00,0.36450862807489903,-0.623309754008075,-1.70999999999999,83.65,,,,2017-10-27 16:00:00,,,-3.6500000000000097,10.0,-3660.0000000000105,-1630.00000000001,0.025067584173015484,-0.01695748341115748,-1630.0000000000057,-0.8029556650246334
2403,4740,81.54,2.24,Mid,2017-10-02 15:30:00,80.0,2017-10-27 16:00:00,25,0.40107922492028497,-0.6176620063772409,-1.54000000000001,ClosedCalled,10,C,,,,,,81.54,2.24,10,2230.0,2017-10-02 15:30:00,0.40107922492028497,-0.6176620063772409,-1.54000000000001,83.65,,,,2017-10-27 16:00:00,,,-3.6500000000000097,10.0,-3660.0000000000105,-1430.00000000001,0.027471179789060583,-0.018886436104979226,-1430.0000000000055,-0.6412556053811683
2404,4741,81.6,2.195,Mid,2017-10-03 11:30:00,80.0,2017-10-27 16:00:00,24,0.409096711601307,-0.654554738562089,-1.5999999999999899,ClosedCalled,10,C,,,,,,81.94,2.195,10,2185.0,2017-10-03 13:30:00,0.407399214872671,-0.790354476852981,-1.94,83.65,,,,2017-10-27 16:00:00,,,-3.6500000000000097,10.0,-3660.0000000000105,-1475.00000000001,0.02689950980392157,-0.019607843137254832,-1475.0000000000055,-0.6750572082379888
2405,4742,81.68,2.235,Mid,2017-10-04 13:30:00,80.0,2017-10-27 16:00:00,23,0.434237001234936,-0.7295181620746949,-1.6800000000000102,ClosedCalled,10,C,,,,,,81.74,2.235,10,2225.0,2017-10-04 15:30:00,0.43391825618876395,-0.755017765768447,-1.74,83.65,,,,2017-10-27 16:00:00,,,-3.6500000000000097,10.0,-3660.0000000000105,-1435.00000000001,0.02736287952987267,-0.020568070519099004,-1435.0000000000055,-0.6449438202247215
2406,4743,81.83,2.31,Mid,2017-10-05 11:30:00,80.0,2017-10-27 16:00:00,22,0.4683490162532079,-0.8570786997433699,-1.83,ClosedCalled,10,C,,,,,,82.21,2.31,10,2300.0,2017-10-05 13:30:00,0.466184162510644,-1.03026699914852,-2.20999999999999,83.65,,,,2017-10-27 16:00:00,,,-3.6500000000000097,10.0,-3660.0000000000105,-1360.00000000001,0.028229255774165955,-0.02236343639252106,-1360.0000000000055,-0.5913043478260893
2407,4744,81.57,2.1,Mid,2017-10-06 11:30:00,80.0,2017-10-27 16:00:00,21,0.44746843202157704,-0.7025254382738721,-1.5699999999999898,ClosedCalled,10,C,,,,,,81.61,2.1,10,2090.0,2017-10-06 15:30:00,0.447249111628477,-0.7200710697218481,-1.61,83.65,,,,2017-10-27 16:00:00,,,-3.6500000000000097,10.0,-3660.0000000000105,-1570.00000000001,0.02574475910261126,-0.01924727228147595,-1570.0000000000055,-0.7511961722488064
2408,4745,81.51,2.075,Mid,2017-10-06 13:30:00,80.0,2017-10-27 16:00:00,21,0.442466889835311,-0.6681250036513221,-1.5100000000000102,ClosedCalled,10,C,,,,,,81.61,2.075,10,2065.0,2017-10-06 15:30:00,0.441924717442424,-0.711498795082302,-1.61,83.65,,,,2017-10-27 16:00:00,,,-3.6500000000000097,10.0,-3660.0000000000105,-1595.00000000001,0.025456999141209666,-0.01852533431480806,-1595.0000000000055,-0.7723970944309954
2409,4746,80.6,1.23,Mid,2017-09-25 11:30:00,80.5,2017-10-27 16:00:00,32,0.17406560173697305,-0.017406560173696,-0.099999999999994,ClosedCalled,10,C,,,,,,80.86,1.23,10,1220.0,2017-09-25 13:30:00,0.17350590526836498,-0.06246212589661099,-0.35999999999999893,83.65,,,,2017-10-27 16:00:00,,,-3.1500000000000097,10.0,-3160.0000000000105,-1940.00000000001,0.015260545905707197,-0.0012406947890818154,-1940.0000000000055,-1.590163934426234
2410,4747,80.86,1.4,Mid,2017-09-25 13:30:00,80.5,2017-10-27 16:00:00,32,0.197486396240415,-0.07109510264655,-0.35999999999999893,ClosedCalled,10,C,,,,,,80.97,1.4,10,1390.0,2017-09-25 16:00:00,0.19721810547116198,-0.092692509571446,-0.469999999999999,83.65,,,,2017-10-27 16:00:00,,,-3.1500000000000097,10.0,-3160.0000000000105,-1770.00000000001,0.017313875834776154,-0.004452139500371005,-1770.0000000000055,-1.2733812949640326
2411,4748,80.77,1.4,Mid,2017-09-26 11:30:00,80.5,2017-10-27 16:00:00,31,0.204084077847492,-0.055102701018821997,-0.269999999999996,ClosedCalled,10,C,,,,,,80.97,1.4,10,1390.0,2017-09-26 15:30:00,0.2035799798412,-0.095682590525364,-0.469999999999999,83.65,,,,2017-10-27 16:00:00,,,-3.1500000000000097,10.0,-3160.0000000000105,-1770.00000000001,0.01733316825554042,-0.003342825306425604,-1770.0000000000055,-1.2733812949640326
2412,4749,80.8,1.375,Mid,2017-09-26 13:30:00,80.5,2017-10-27 16:00:00,31,0.20036529862663702,-0.060109589587990994,-0.29999999999999705,ClosedCalled,10,C,,,,,,80.97,1.375,10,1365.0,2017-09-26 15:30:00,0.19994462305832103,-0.093973972837411,-0.469999999999999,83.65,,,,2017-10-27 16:00:00,,,-3.1500000000000097,10.0,-3160.0000000000105,-1795.00000000001,0.01701732673267327,-0.003712871287128678,-1795.0000000000055,-1.315018315018319
2413,4750,80.84,1.405,Mid,2017-09-27 11:30:00,80.5,2017-10-27 16:00:00,30,0.211456787069108,-0.07189530760349701,-0.34000000000000297,ClosedCalled,10,C,,,,,,80.99,1.405,10,1395.0,2017-09-27 13:30:00,0.211065152076388,-0.103421924517429,-0.489999999999995,83.65,,,,2017-10-27 16:00:00,,,-3.1500000000000097,10.0,-3160.0000000000105,-1765.00000000001,0.017380009896091043,-0.004205838693716024,-1765.0000000000055,-1.265232974910398
2414,4751,80.99,1.505,Mid,2017-09-27 13:30:00,80.5,2017-10-27 16:00:00,30,0.226087582829156,-0.11078291558628499,-0.489999999999995,ClosedCalled,10,C,,,,,,81.35,1.505,10,1495.0,2017-09-27 15:30:00,0.225087072321246,-0.191324011473057,-0.8499999999999941,83.65,,,,2017-10-27 16:00:00,,,-3.1500000000000097,10.0,-3160.0000000000105,-1665.00000000001,0.018582541054451167,-0.006050129645635201,-1665.0000000000055,-1.1137123745819435
2415,4752,81.35,1.71,Mid,2017-09-27 15:30:00,80.5,2017-10-27 16:00:00,30,0.255746773202213,-0.217384757221879,-0.8499999999999941,ClosedCalled,10,C,,,,,,81.43,1.71,10,1700.0000000000002,2017-09-27 16:00:00,0.255495517622498,-0.23761083138892497,-0.9300000000000072,83.65,,,,2017-10-27 16:00:00,,,-3.1500000000000097,10.0,-3160.0000000000105,-1460.00000000001,0.021020282728948986,-0.010448678549477498,-1460.0000000000052,-0.8588235294117676
